"","source","id","onlyTrainingOptimization","model","performance","adaptModelInTesting","a","b"
"107","HumScrm","27",TRUE,"RLELO",0.882777742256781,FALSE,4.6145791079032,4.79210446841371
"108","HumScrm","28",TRUE,"RLELO",0.9655842950124,FALSE,6.75050907981081,6.56491681204164
"109","HumScrm","29",TRUE,"RLELO",0.903089946221378,FALSE,6.88835699199636,6.33725138193356
"110","HumScrm","30",TRUE,"RLELO",0.906211596906275,FALSE,4.48546805320238,4.54620322271992
"111","HumScrm","31",TRUE,"RLELO",0.918698663083383,FALSE,4.36735809887091,4.57682132741038
"112","HumScrm","32",TRUE,"RLELO",0.84684505151293,FALSE,6.96393120061348,6.26050737791704
"113","HumScrm","33",TRUE,"RLELO",0.918704874923279,FALSE,4.42264899140249,4.52499532853467
"114","HumScrm","34",TRUE,"RLELO",0.529457276000593,FALSE,0.698816893932622,2.13579396524961
"115","HumScrm","35",TRUE,"RLELO",0.8996354089202,FALSE,4.36516143532015,4.57633232544984
"116","HumScrm","36",TRUE,"RLELO",0.739041970702581,FALSE,5.83887185726445,5.68145642830943
"117","HumScrm","37",TRUE,"RLELO",0.83122119457719,FALSE,5.74180605323518,6.23960673265208
"118","HumScrm","38",TRUE,"RLELO",0.946834425654854,FALSE,4.48573446470477,4.97955494613135
"119","HumScrm","39",TRUE,"RLELO",0.918711979284968,FALSE,4.71975329639795,4.74559969306326
"120","HumScrm","40",TRUE,"RLELO",0.889579924025159,FALSE,2.33538907046516,1.8275387907978
